gbifID,Species,Longitude,Latitude
2275283644,Amazona oratrix,-88.722988,16.531859
2275283642,Amazona oratrix,-88.715638,16.537595
2275283592,Amazona oratrix,-88.717051,16.536444
2275283553,Amazona oratrix,-88.715638,16.537595
2275283506,Amazona oratrix,-88.71854,16.535275
2275283485,Amazona oratrix,-88.717051,16.536444
2275283482,Amazona oratrix,-88.719964,16.534179
2275283410,Amazona oratrix,-88.719964,16.534179
2275283371,Amazona oratrix,-88.783383,16.34411
2275283334,Amazona oratrix,-88.719964,16.534179
2275283333,Amazona oratrix,-88.715638,16.537595
2275283289,Amazona oratrix,-88.71854,16.535275
2275283242,Amazona oratrix,-88.722988,16.531859
2275283194,Amazona oratrix,-88.783236,16.330981
2275283150,Amazona oratrix,-88.722988,16.531859
2275283138,Amazona oratrix,-88.715638,16.537595
2275283097,Amazona oratrix,-88.719964,16.534179
2275283027,Amazona oratrix,-88.722988,16.531859
2275282953,Amazona oratrix,-88.719964,16.534179
2275282942,Amazona oratrix,-88.719964,16.534179
2275282939,Amazona oratrix,-88.71854,16.535275
2275282890,Amazona oratrix,-88.717051,16.536444
2275282871,Amazona oratrix,-88.722988,16.531859
2275282862,Amazona oratrix,-88.715638,16.537595
2275282855,Amazona oratrix,-88.71854,16.535275
2275282841,Amazona oratrix,-88.715638,16.537595
2275282764,Amazona oratrix,-88.717051,16.536444
2275282741,Amazona oratrix,-88.719964,16.534179
2275282739,Amazona oratrix,-88.722988,16.531859
2275282680,Amazona oratrix,-88.717051,16.536444
2275282673,Amazona oratrix,-88.722988,16.531859
2275282665,Amazona oratrix,-88.783383,16.34411
2275282566,Amazona oratrix,-88.71854,16.535275
2275282500,Amazona oratrix,-88.719964,16.534179
2275282497,Amazona oratrix,-88.801826,16.409972
2275282470,Amazona oratrix,-88.719964,16.534179
2275282455,Amazona oratrix,-88.722988,16.531859
2275282397,Amazona oratrix,-88.724854,16.548959
2275282367,Amazona oratrix,-88.721405,16.533011
2275282300,Amazona oratrix,-88.805545,16.411232
2275282226,Amazona oratrix,-88.721405,16.533011
2275282219,Amazona oratrix,-88.715638,16.537595
2275282201,Amazona oratrix,-88.722988,16.531859
2275282172,Amazona oratrix,-88.71854,16.535275
2275282166,Amazona oratrix,-88.717051,16.536444
2275282119,Amazona oratrix,-88.719964,16.534179
2275282116,Amazona oratrix,-88.719964,16.534179
2275282064,Amazona oratrix,-88.71854,16.535275
2275282036,Amazona oratrix,-88.800327,16.409895
2275282000,Amazona oratrix,-88.715638,16.537595
2275281990,Amazona oratrix,-88.721405,16.533011
2275281947,Amazona oratrix,-88.722988,16.531859
2275281901,Amazona oratrix,-88.71854,16.535275
2275281895,Amazona oratrix,-88.721817,16.547692
2275281890,Amazona oratrix,-88.722988,16.531859
2275281878,Amazona oratrix,-88.71854,16.535275
2275281817,Amazona oratrix,-88.717051,16.536444
2275281794,Amazona oratrix,-88.71854,16.535275
2275281707,Amazona oratrix,-88.719964,16.534179
2275281703,Amazona oratrix,-88.723346,16.547986
2275281664,Amazona oratrix,-88.71854,16.535275
2275281660,Amazona oratrix,-88.719963,16.547843
2275281657,Amazona oratrix,-88.722988,16.531859
2275281646,Amazona oratrix,-88.71854,16.535275
2275281641,Amazona oratrix,-88.721405,16.533011
2275281632,Amazona oratrix,-88.715638,16.537595
2275281625,Amazona oratrix,-88.78154,16.34418
2275281608,Amazona oratrix,-88.716744,16.548285
2275281601,Amazona oratrix,-88.722988,16.531859
2275281582,Amazona oratrix,-88.715638,16.537595
2275281571,Amazona oratrix,-88.71854,16.535275
2275281569,Amazona oratrix,-88.798502,16.410995
2275281565,Amazona oratrix,-88.801826,16.409972
2275281526,Amazona oratrix,-88.805545,16.411232
2275281519,Amazona oratrix,-88.719964,16.534179
2275281483,Amazona oratrix,-88.719964,16.534179
2275281426,Amazona oratrix,-88.717051,16.536444
2275281423,Amazona oratrix,-88.719964,16.534179
2275281404,Amazona oratrix,-88.715638,16.537595
2275281385,Amazona oratrix,-88.71854,16.535275
2275281346,Amazona oratrix,-88.803535,16.410545
2275281336,Amazona oratrix,-88.71854,16.535275
2275281296,Amazona oratrix,-88.806808,16.412225
2275281241,Amazona oratrix,-88.798502,16.410995
2275281146,Amazona oratrix,-88.715638,16.537595
2275281001,Amazona oratrix,-88.810578,16.331778
2275280992,Amazona oratrix,-88.787175,16.344331
2275280978,Amazona oratrix,-88.715638,16.537595
2275280969,Amazona oratrix,-88.71854,16.535275
