gbifID	verbatimScientificName	decimalLatitude	decimalLongitude			stateProvince	county	municipality	locality
2275289138	Amazona oratrix	16.370501	-88.5868			Toledo			PCNP-PC 1
2275289096	Amazona oratrix	16.3752	-88.5923			Toledo			PCNP-PC 5
2275289091	Amazona oratrix	16.371599	-88.588203			Toledo			PCNP-PC 2
2275289081	Amazona oratrix	16.370501	-88.5868			Toledo			PCNP-PC 1
2275289070	Amazona oratrix	16.374001	-88.590897			Toledo			PCNP-PC 4
2275289047	Amazona oratrix	16.371599	-88.588203			Toledo			PCNP-PC 2
2275289023	Amazona oratrix	16.3764	-88.593697			Toledo			PCNP-PC 6
2275288985	Amazona oratrix	16.374001	-88.590897			Toledo			PCNP-PC 4
2275288959	Amazona oratrix	16.3752	-88.5923			Toledo			PCNP-PC 5
2275288958	Amazona oratrix	16.372801	-88.5895			Toledo			PCNP-PC 3
2275288952	Amazona oratrix	16.3752	-88.5923			Toledo			PCNP-PC 5
2275288936	Amazona oratrix	16.371599	-88.588203			Toledo			PCNP-PC 2
2275288926	Amazona oratrix	16.3764	-88.593697			Toledo			PCNP-PC 6
2275288923	Amazona oratrix	16.370501	-88.5868			Toledo			PCNP-PC 1
2275288919	Amazona oratrix	16.370501	-88.5868			Toledo			PCNP-PC 1
2275288897	Amazona oratrix	16.3764	-88.593697			Toledo			PCNP-PC 6
2275288878	Amazona oratrix	16.3764	-88.593697			Toledo			PCNP-PC 6
2275288861	Amazona oratrix	16.374001	-88.590897			Toledo			PCNP-PC 4
2275288858	Amazona oratrix	16.3752	-88.5923			Toledo			PCNP-PC 5
2275288857	Amazona oratrix	16.372801	-88.5895			Toledo			PCNP-PC 3
2275288856	Amazona oratrix	16.370501	-88.5868			Toledo			PCNP-PC 1
2275288850	Amazona oratrix	16.3764	-88.593697			Toledo			PCNP-PC 6
2275288829	Amazona oratrix	16.3764	-88.593697			Toledo			PCNP-PC 6
2275288819	Amazona oratrix	16.371599	-88.588203			Toledo			PCNP-PC 2
2275288808	Amazona oratrix	16.372801	-88.5895			Toledo			PCNP-PC 3
2275288777	Amazona oratrix	16.371599	-88.588203			Toledo			PCNP-PC 2
2275288773	Amazona oratrix	16.374001	-88.590897			Toledo			PCNP-PC 4
2275288768	Amazona oratrix	16.370501	-88.5868			Toledo			PCNP-PC 1
2275288753	Amazona oratrix	16.370501	-88.5868			Toledo			PCNP-PC 1
2275288746	Amazona oratrix	16.374001	-88.590897			Toledo			PCNP-PC 4
2275288745	Amazona oratrix	16.372801	-88.5895			Toledo			PCNP-PC 3
2275288738	Amazona oratrix	16.371599	-88.588203			Toledo			PCNP-PC 2
2275288727	Amazona oratrix	16.371599	-88.588203			Toledo			PCNP-PC 2
2275288723	Amazona oratrix	16.370501	-88.5868			Toledo			PCNP-PC 1
2275288710	Amazona oratrix	16.374001	-88.590897			Toledo			PCNP-PC 4
2275288703	Amazona oratrix	16.371599	-88.588203			Toledo			PCNP-PC 2
2275288696	Amazona oratrix	16.372801	-88.5895			Toledo			PCNP-PC 3
2275288640	Amazona oratrix	16.372801	-88.5895			Toledo			PCNP-PC 3
2275288639	Amazona oratrix	16.370501	-88.5868			Toledo			PCNP-PC 1
2275288633	Amazona oratrix	16.370501	-88.5868			Toledo			PCNP-PC 1
2275288595	Amazona oratrix	16.371599	-88.588203			Toledo			PCNP-PC 2
2275288540	Amazona oratrix	16.370501	-88.5868			Toledo			PCNP-PC 1
2275288536	Amazona oratrix	16.3764	-88.593697			Toledo			PCNP-PC 6
2275288447	Amazona oratrix	16.372801	-88.5895			Toledo			PCNP-PC 3
2275288397	Amazona oratrix	16.371599	-88.588203			Toledo			PCNP-PC 2
2275288393	Amazona oratrix	16.370501	-88.5868			Toledo			PCNP-PC 1
2275288389	Amazona oratrix	16.372801	-88.5895			Toledo			PCNP-PC 3
2275288370	Amazona oratrix	16.374001	-88.590897			Toledo			PCNP-PC 4
2275288356	Amazona oratrix	16.370501	-88.5868			Toledo			PCNP-PC 1
2275288341	Amazona oratrix	16.370501	-88.5868			Toledo			PCNP-PC 1
2275288319	Amazona oratrix	16.374001	-88.590897			Toledo			PCNP-PC 4
2275288316	Amazona oratrix	16.3764	-88.593697			Toledo			PCNP-PC 6
2275288291	Amazona oratrix	16.374001	-88.590897			Toledo			PCNP-PC 4
2275288286	Amazona oratrix	16.370501	-88.5868			Toledo			PCNP-PC 1
2275288269	Amazona oratrix	16.374001	-88.590897			Toledo			PCNP-PC 4
2275288268	Amazona oratrix	16.371599	-88.588203			Toledo			PCNP-PC 2
2275288236	Amazona oratrix	16.370501	-88.5868			Toledo			PCNP-PC 1
2275288225	Amazona oratrix	16.3752	-88.5923			Toledo			PCNP-PC 5
2275288208	Amazona oratrix	16.370501	-88.5868			Toledo			PCNP-PC 1
2275288170	Amazona oratrix	16.372801	-88.5895			Toledo			PCNP-PC 3
2275288165	Amazona oratrix	16.370501	-88.5868			Toledo			PCNP-PC 1
2275288160	Amazona oratrix	16.372801	-88.5895			Toledo			PCNP-PC 3
2275288155	Amazona oratrix	16.3764	-88.593697			Toledo			PCNP-PC 6
2275288152	Amazona oratrix	16.370501	-88.5868			Toledo			PCNP-PC 1
2275288135	Amazona oratrix	16.3752	-88.5923			Toledo			PCNP-PC 5
2275288108	Amazona oratrix	16.374001	-88.590897			Toledo			PCNP-PC 4
2275288080	Amazona oratrix	16.370501	-88.5868			Toledo			PCNP-PC 1
2275288043	Amazona oratrix	16.371599	-88.588203			Toledo			PCNP-PC 2
2275288023	Amazona oratrix	16.3764	-88.593697			Toledo			PCNP-PC 6
2275288019	Amazona oratrix	16.3764	-88.593697			Toledo			PCNP-PC 6
2275288016	Amazona oratrix	16.374001	-88.590897			Toledo			PCNP-PC 4
2275288007	Amazona oratrix	16.3752	-88.5923			Toledo			PCNP-PC 5
2275287994	Amazona oratrix	16.371599	-88.588203			Toledo			PCNP-PC 2
2275287987	Amazona oratrix	16.374001	-88.590897			Toledo			PCNP-PC 4
2275287984	Amazona oratrix	16.3764	-88.593697			Toledo			PCNP-PC 6
2275287983	Amazona oratrix	16.370501	-88.5868			Toledo			PCNP-PC 1
2275287979	Amazona oratrix	16.3764	-88.593697			Toledo			PCNP-PC 6
2275287976	Amazona oratrix	16.3752	-88.5923			Toledo			PCNP-PC 5
2275287966	Amazona oratrix	16.3752	-88.5923			Toledo			PCNP-PC 5
2275287963	Amazona oratrix	16.372801	-88.5895			Toledo			PCNP-PC 3
2275287957	Amazona oratrix	16.371599	-88.588203			Toledo			PCNP-PC 2
2275287941	Amazona oratrix	16.3764	-88.593697			Toledo			PCNP-PC 6
2275287936	Amazona oratrix	16.3752	-88.5923			Toledo			PCNP-PC 5
2275287916	Amazona oratrix	16.3764	-88.593697			Toledo			PCNP-PC 6
2275287912	Amazona oratrix	16.3752	-88.5923			Toledo			PCNP-PC 5
2275287881	Amazona oratrix	16.370501	-88.5868			Toledo			PCNP-PC 1
2275287873	Amazona oratrix	16.3752	-88.5923			Toledo			PCNP-PC 5
2275287872	Amazona oratrix	16.372801	-88.5895			Toledo			PCNP-PC 3
2275287869	Amazona oratrix	16.370501	-88.5868			Toledo			PCNP-PC 1
2275287858	Amazona oratrix	16.371599	-88.588203			Toledo			PCNP-PC 2
2275287838	Amazona oratrix	16.372801	-88.5895			Toledo			PCNP-PC 3
2275287836	Amazona oratrix	16.371599	-88.588203			Toledo			PCNP-PC 2
2275287821	Amazona oratrix	16.374001	-88.590897			Toledo			PCNP-PC 4
2275287806	Amazona oratrix	16.3764	-88.593697			Toledo			PCNP-PC 6
2275287792	Amazona oratrix	16.370501	-88.5868			Toledo			PCNP-PC 1
2275287758	Amazona oratrix	16.374001	-88.590897			Toledo			PCNP-PC 4
2275287752	Amazona oratrix	16.3752	-88.5923			Toledo			PCNP-PC 5
2275287689	Amazona oratrix	16.370501	-88.5868			Toledo			PCNP-PC 1
2275287684	Amazona oratrix	16.3752	-88.5923			Toledo			PCNP-PC 5
2275287677	Amazona oratrix	16.371599	-88.588203			Toledo			PCNP-PC 2
2275287650	Amazona oratrix	16.372801	-88.5895			Toledo			PCNP-PC 3
2275287646	Amazona oratrix	16.371599	-88.588203			Toledo			PCNP-PC 2
2275287594	Amazona oratrix	16.370501	-88.5868			Toledo			PCNP-PC 1
2275287556	Amazona oratrix	16.372801	-88.5895			Toledo			PCNP-PC 3
2275287551	Amazona oratrix	16.372801	-88.5895			Toledo			PCNP-PC 3
2275287545	Amazona oratrix	16.370501	-88.5868			Toledo			PCNP-PC 1
2275287524	Amazona oratrix	16.374001	-88.590897			Toledo			PCNP-PC 4
2275287493	Amazona oratrix	16.3764	-88.593697			Toledo			PCNP-PC 6
2275287477	Amazona oratrix	16.371599	-88.588203			Toledo			PCNP-PC 2
2275287462	Amazona oratrix	16.372801	-88.5895			Toledo			PCNP-PC 3
2275287427	Amazona oratrix	16.370501	-88.5868			Toledo			PCNP-PC 1
2275287408	Amazona oratrix	16.3752	-88.5923			Toledo			PCNP-PC 5
2275287373	Amazona oratrix	16.371599	-88.588203			Toledo			PCNP-PC 2
2275287353	Amazona oratrix	16.3764	-88.593697			Toledo			PCNP-PC 6
2275287341	Amazona oratrix	16.371599	-88.588203			Toledo			PCNP-PC 2
2275287331	Amazona oratrix	16.370501	-88.5868			Toledo			PCNP-PC 1
2275287312	Amazona oratrix	16.3752	-88.5923			Toledo			PCNP-PC 5
2275287306	Amazona oratrix	16.370501	-88.5868			Toledo			PCNP-PC 1
2275287302	Amazona oratrix	16.3764	-88.593697			Toledo			PCNP-PC 6
2275287298	Amazona oratrix	16.370501	-88.5868			Toledo			PCNP-PC 1
2275287289	Amazona oratrix	16.371599	-88.588203			Toledo			PCNP-PC 2
2275287249	Amazona oratrix	16.3764	-88.593697			Toledo			PCNP-PC 6
2275287237	Amazona oratrix	16.371599	-88.588203			Toledo			PCNP-PC 2
2275287229	Amazona oratrix	16.3752	-88.5923			Toledo			PCNP-PC 5
2275287225	Amazona oratrix	16.374001	-88.590897			Toledo			PCNP-PC 4
2275287222	Amazona oratrix	16.3764	-88.593697			Toledo			PCNP-PC 6
2275287221	Amazona oratrix	16.371599	-88.588203			Toledo			PCNP-PC 2
2275287217	Amazona oratrix	16.3752	-88.5923			Toledo			PCNP-PC 5
2275287216	Amazona oratrix	16.370501	-88.5868			Toledo			PCNP-PC 1
2275287197	Amazona oratrix	16.370501	-88.5868			Toledo			PCNP-PC 1
2275287160	Amazona oratrix	16.374001	-88.590897			Toledo			PCNP-PC 4
2275287128	Amazona oratrix	16.370501	-88.5868			Toledo			PCNP-PC 1
2275287117	Amazona oratrix	16.372801	-88.5895			Toledo			PCNP-PC 3
2275287101	Amazona oratrix	16.374001	-88.590897			Toledo			PCNP-PC 4
2275287100	Amazona oratrix	16.3752	-88.5923			Toledo			PCNP-PC 5
2275287091	Amazona oratrix	16.374001	-88.590897			Toledo			PCNP-PC 4
2275287079	Amazona oratrix	16.370501	-88.5868			Toledo			PCNP-PC 1
2275287074	Amazona oratrix	16.374001	-88.590897			Toledo			PCNP-PC 4
2275287073	Amazona oratrix	16.370501	-88.5868			Toledo			PCNP-PC 1
2275287066	Amazona oratrix	16.3752	-88.5923			Toledo			PCNP-PC 5
2275287065	Amazona oratrix	16.374001	-88.590897			Toledo			PCNP-PC 4
2275287061	Amazona oratrix	16.372801	-88.5895			Toledo			PCNP-PC 3
2275287060	Amazona oratrix	16.372801	-88.5895			Toledo			PCNP-PC 3
2275287057	Amazona oratrix	16.3764	-88.593697			Toledo			PCNP-PC 6
2275287040	Amazona oratrix	16.374001	-88.590897			Toledo			PCNP-PC 4
2275287011	Amazona oratrix	16.370501	-88.5868			Toledo			PCNP-PC 1
2275287002	Amazona oratrix	16.372801	-88.5895			Toledo			PCNP-PC 3
2275286996	Amazona oratrix	16.371599	-88.588203			Toledo			PCNP-PC 2
2275286984	Amazona oratrix	16.370501	-88.5868			Toledo			PCNP-PC 1
2275286980	Amazona oratrix	16.372801	-88.5895			Toledo			PCNP-PC 3
2275286966	Amazona oratrix	16.3752	-88.5923			Toledo			PCNP-PC 5
2275286964	Amazona oratrix	16.3764	-88.593697			Toledo			PCNP-PC 6
2275286962	Amazona oratrix	16.371599	-88.588203			Toledo			PCNP-PC 2
2275286941	Amazona oratrix	16.3752	-88.5923			Toledo			PCNP-PC 5
2275286915	Amazona oratrix	16.372801	-88.5895			Toledo			PCNP-PC 3
2275286914	Amazona oratrix	16.374001	-88.590897			Toledo			PCNP-PC 4
2275286905	Amazona oratrix	16.3764	-88.593697			Toledo			PCNP-PC 6
2275286875	Amazona oratrix	16.372801	-88.5895			Toledo			PCNP-PC 3
2275286864	Amazona oratrix	16.374001	-88.590897			Toledo			PCNP-PC 4
2275286837	Amazona oratrix	16.372801	-88.5895			Toledo			PCNP-PC 3
2275286818	Amazona oratrix	16.372801	-88.5895			Toledo			PCNP-PC 3
2275286807	Amazona oratrix	16.371599	-88.588203			Toledo			PCNP-PC 2
2275286804	Amazona oratrix	16.372801	-88.5895			Toledo			PCNP-PC 3
2275286784	Amazona oratrix	16.370501	-88.5868			Toledo			PCNP-PC 1
2275286781	Amazona oratrix	16.371599	-88.588203			Toledo			PCNP-PC 2
2275286762	Amazona oratrix	16.372801	-88.5895			Toledo			PCNP-PC 3
2275286760	Amazona oratrix	16.3764	-88.593697			Toledo			PCNP-PC 6
2275286749	Amazona oratrix	16.370501	-88.5868			Toledo			PCNP-PC 1
2275286734	Amazona oratrix	16.372801	-88.5895			Toledo			PCNP-PC 3
2275286708	Amazona oratrix	16.374001	-88.590897			Toledo			PCNP-PC 4
2275286654	Amazona oratrix	16.370501	-88.5868			Toledo			PCNP-PC 1
2275286616	Amazona oratrix	16.371599	-88.588203			Toledo			PCNP-PC 2
2275286592	Amazona oratrix	16.374001	-88.590897			Toledo			PCNP-PC 4
2275286571	Amazona oratrix	16.370501	-88.5868			Toledo			PCNP-PC 1
2275286562	Amazona oratrix	16.374001	-88.590897			Toledo			PCNP-PC 4
2275286559	Amazona oratrix	16.371599	-88.588203			Toledo			PCNP-PC 2
2275286558	Amazona oratrix	16.370501	-88.5868			Toledo			PCNP-PC 1
2275286554	Amazona oratrix	16.372801	-88.5895			Toledo			PCNP-PC 3
2275286552	Amazona oratrix	16.370501	-88.5868			Toledo			PCNP-PC 1
2275286545	Amazona oratrix	16.374001	-88.590897			Toledo			PCNP-PC 4
2275286517	Amazona oratrix	16.370501	-88.5868			Toledo			PCNP-PC 1
2275286491	Amazona oratrix	16.371599	-88.588203			Toledo			PCNP-PC 2
2275286442	Amazona oratrix	16.374001	-88.590897			Toledo			PCNP-PC 4
2275286440	Amazona oratrix	16.3752	-88.5923			Toledo			PCNP-PC 5
2275286192	Amazona oratrix	16.537595	-88.715638			Toledo			BNR3-000
2275286065	Amazona oratrix	16.533011	-88.721405			Toledo			BNR3-800
2275286012	Amazona oratrix	16.536444	-88.717051			Toledo			BNR3-200
2275285979	Amazona oratrix	16.531859	-88.722988			Toledo			BNR3-1000
2275285931	Amazona oratrix	16.535275	-88.71854			Toledo			BNR3-400
2275285853	Amazona oratrix	16.534179	-88.719964			Toledo			BNR3-600
2275285844	Amazona oratrix	16.535275	-88.71854			Toledo			BNR3-400
2275285716	Amazona oratrix	16.531859	-88.722988			Toledo			BNR3-1000
2275285600	Amazona oratrix	16.537595	-88.715638			Toledo			BNR3-000
2275285167	Amazona oratrix	16.531859	-88.722988			Toledo			BNR3-1000
2275285140	Amazona oratrix	16.537595	-88.715638			Toledo			BNR3-000
2275284886	Amazona oratrix	16.535275	-88.71854			Toledo			BNR3-400
2275284875	Amazona oratrix	16.537595	-88.715638			Toledo			BNR3-000
2275284861	Amazona oratrix	16.534179	-88.719964			Toledo			BNR3-600
2275284840	Amazona oratrix	16.531859	-88.722988			Toledo			BNR3-1000
2275284789	Amazona oratrix	16.536444	-88.717051			Toledo			BNR3-200
2275284768	Amazona oratrix	16.531859	-88.722988			Toledo			BNR3-1000
2275284597	Amazona oratrix	16.536444	-88.717051			Toledo			BNR3-200
2275284568	Amazona oratrix	16.534179	-88.719964			Toledo			BNR3-600
2275284518	Amazona oratrix	16.535275	-88.71854			Toledo			BNR3-400
2275284514	Amazona oratrix	16.531859	-88.722988			Toledo			BNR3-1000
2275284513	Amazona oratrix	16.531859	-88.722988			Toledo			BNR3-1000
2275284496	Amazona oratrix	16.536444	-88.717051			Toledo			BNR3-200
2275284454	Amazona oratrix	16.533011	-88.721405			Toledo			BNR3-800
2275284446	Amazona oratrix	16.534179	-88.719964			Toledo			BNR3-600
2275284330	Amazona oratrix	16.328127	-88.785166			Toledo			GSCP9-800
2275284281	Amazona oratrix	16.531859	-88.722988			Toledo			BNR3-1000
2275284260	Amazona oratrix	16.533011	-88.721405			Toledo			BNR3-800
2275284178	Amazona oratrix	16.536444	-88.717051			Toledo			BNR3-200
2275284165	Amazona oratrix	16.533011	-88.721405			Toledo			BNR3-800
2275284126	Amazona oratrix	16.535275	-88.71854			Toledo			BNR3-400
2275284066	Amazona oratrix	16.536444	-88.717051			Toledo			BNR3-200
2275284054	Amazona oratrix	16.537595	-88.715638			Toledo			BNR3-000
2275283951	Amazona oratrix	16.533011	-88.721405			Toledo			BNR3-800
2275283868	Amazona oratrix	16.535275	-88.71854			Toledo			BNR3-400
2275283796	Amazona oratrix	16.534179	-88.719964			Toledo			BNR3-600
2275283765	Amazona oratrix	16.531859	-88.722988			Toledo			BNR3-1000
2275283759	Amazona oratrix	16.531859	-88.722988			Toledo			BNR3-1000
2275283712	Amazona oratrix	16.328127	-88.785166			Toledo			GSCP9-800
2275283701	Amazona oratrix	16.537595	-88.715638			Toledo			BNR3-000
2275283691	Amazona oratrix	16.535275	-88.71854			Toledo			BNR3-400
2275283675	Amazona oratrix	16.531859	-88.722988			Toledo			BNR3-1000
2275283668	Amazona oratrix	16.535275	-88.71854			Toledo			BNR3-400
2275283644	Amazona oratrix	16.531859	-88.722988			Toledo			BNR3-1000
2275283642	Amazona oratrix	16.537595	-88.715638			Toledo			BNR3-000
2275283592	Amazona oratrix	16.536444	-88.717051			Toledo			BNR3-200
2275283553	Amazona oratrix	16.537595	-88.715638			Toledo			BNR3-000
2275283506	Amazona oratrix	16.535275	-88.71854			Toledo			BNR3-400
2275283485	Amazona oratrix	16.536444	-88.717051			Toledo			BNR3-200
2275283482	Amazona oratrix	16.534179	-88.719964			Toledo			BNR3-600
2275283410	Amazona oratrix	16.534179	-88.719964			Toledo			BNR3-600
2275283371	Amazona oratrix	16.34411	-88.783383			Toledo			GSCP2-400
2275283334	Amazona oratrix	16.534179	-88.719964			Toledo			BNR3-600
2275283333	Amazona oratrix	16.537595	-88.715638			Toledo			BNR3-000
2275283289	Amazona oratrix	16.535275	-88.71854			Toledo			BNR3-400
2275283242	Amazona oratrix	16.531859	-88.722988			Toledo			BNR3-1000
2275283194	Amazona oratrix	16.330981	-88.783236			Toledo			GSCP9-400
2275283150	Amazona oratrix	16.531859	-88.722988			Toledo			BNR3-1000
2275283138	Amazona oratrix	16.537595	-88.715638			Toledo			BNR3-000
2275283097	Amazona oratrix	16.534179	-88.719964			Toledo			BNR3-600
2275283027	Amazona oratrix	16.531859	-88.722988			Toledo			BNR3-1000
2275282953	Amazona oratrix	16.534179	-88.719964			Toledo			BNR3-600
2275282942	Amazona oratrix	16.534179	-88.719964			Toledo			BNR3-600
2275282939	Amazona oratrix	16.535275	-88.71854			Toledo			BNR3-400
2275282890	Amazona oratrix	16.536444	-88.717051			Toledo			BNR3-200
2275282871	Amazona oratrix	16.531859	-88.722988			Toledo			BNR3-1000
2275282862	Amazona oratrix	16.537595	-88.715638			Toledo			BNR3-000
2275282855	Amazona oratrix	16.535275	-88.71854			Toledo			BNR3-400
2275282841	Amazona oratrix	16.537595	-88.715638			Toledo			BNR3-000
2275282764	Amazona oratrix	16.536444	-88.717051			Toledo			BNR3-200
2275282741	Amazona oratrix	16.534179	-88.719964			Toledo			BNR3-600
2275282739	Amazona oratrix	16.531859	-88.722988			Toledo			BNR3-1000
2275282680	Amazona oratrix	16.536444	-88.717051			Toledo			BNR3-200
2275282673	Amazona oratrix	16.531859	-88.722988			Toledo			BNR3-1000
2275282665	Amazona oratrix	16.34411	-88.783383			Toledo			GSCP2-400
2275282566	Amazona oratrix	16.535275	-88.71854			Toledo			BNR3-400
2275282500	Amazona oratrix	16.534179	-88.719964			Toledo			BNR3-600
2275282497	Amazona oratrix	16.409972	-88.801826			Toledo			CRFR3-400
2275282470	Amazona oratrix	16.534179	-88.719964			Toledo			BNR3-600
2275282455	Amazona oratrix	16.531859	-88.722988			Toledo			BNR3-1000
2275282397	Amazona oratrix	16.548959	-88.724854			Toledo			BNR2-1000
2275282367	Amazona oratrix	16.533011	-88.721405			Toledo			BNR3-800
2275282300	Amazona oratrix	16.411232	-88.805545			Toledo			CRFR3-800
2275282226	Amazona oratrix	16.533011	-88.721405			Toledo			BNR3-800
2275282219	Amazona oratrix	16.537595	-88.715638			Toledo			BNR3-000
2275282201	Amazona oratrix	16.531859	-88.722988			Toledo			BNR3-1000
2275282172	Amazona oratrix	16.535275	-88.71854			Toledo			BNR3-400
2275282166	Amazona oratrix	16.536444	-88.717051			Toledo			BNR3-200
2275282119	Amazona oratrix	16.534179	-88.719964			Toledo			BNR3-600
2275282116	Amazona oratrix	16.534179	-88.719964			Toledo			BNR3-600
2275282064	Amazona oratrix	16.535275	-88.71854			Toledo			BNR3-400
2275282036	Amazona oratrix	16.409895	-88.800327			Toledo			CRFR3-200
2275282000	Amazona oratrix	16.537595	-88.715638			Toledo			BNR3-000
2275281990	Amazona oratrix	16.533011	-88.721405			Toledo			BNR3-800
2275281947	Amazona oratrix	16.531859	-88.722988			Toledo			BNR3-1000
2275281901	Amazona oratrix	16.535275	-88.71854			Toledo			BNR3-400
2275281895	Amazona oratrix	16.547692	-88.721817			Toledo			BNR2-600
2275281890	Amazona oratrix	16.531859	-88.722988			Toledo			BNR3-1000
2275281878	Amazona oratrix	16.535275	-88.71854			Toledo			BNR3-400
2275281817	Amazona oratrix	16.536444	-88.717051			Toledo			BNR3-200
2275281794	Amazona oratrix	16.535275	-88.71854			Toledo			BNR3-400
2275281707	Amazona oratrix	16.534179	-88.719964			Toledo			BNR3-600
2275281703	Amazona oratrix	16.547986	-88.723346			Toledo			BNR2-800
2275281664	Amazona oratrix	16.535275	-88.71854			Toledo			BNR3-400
2275281660	Amazona oratrix	16.547843	-88.719963			Toledo			BNR2-400
2275281657	Amazona oratrix	16.531859	-88.722988			Toledo			BNR3-1000
2275281646	Amazona oratrix	16.535275	-88.71854			Toledo			BNR3-400
2275281641	Amazona oratrix	16.533011	-88.721405			Toledo			BNR3-800
2275281632	Amazona oratrix	16.537595	-88.715638			Toledo			BNR3-000
2275281625	Amazona oratrix	16.34418	-88.78154			Toledo			GSCP2-600
2275281608	Amazona oratrix	16.548285	-88.716744			Toledo			BNR2-000
2275281601	Amazona oratrix	16.531859	-88.722988			Toledo			BNR3-1000
2275281582	Amazona oratrix	16.537595	-88.715638			Toledo			BNR3-000
2275281571	Amazona oratrix	16.535275	-88.71854			Toledo			BNR3-400
2275281569	Amazona oratrix	16.410995	-88.798502			Toledo			CRFR3-000
2275281565	Amazona oratrix	16.409972	-88.801826			Toledo			CRFR3-400
2275281526	Amazona oratrix	16.411232	-88.805545			Toledo			CRFR3-800
2275281519	Amazona oratrix	16.534179	-88.719964			Toledo			BNR3-600
2275281483	Amazona oratrix	16.534179	-88.719964			Toledo			BNR3-600
2275281426	Amazona oratrix	16.536444	-88.717051			Toledo			BNR3-200
2275281423	Amazona oratrix	16.534179	-88.719964			Toledo			BNR3-600
2275281404	Amazona oratrix	16.537595	-88.715638			Toledo			BNR3-000
2275281385	Amazona oratrix	16.535275	-88.71854			Toledo			BNR3-400
2275281346	Amazona oratrix	16.410545	-88.803535			Toledo			CRFR3-600
2275281336	Amazona oratrix	16.535275	-88.71854			Toledo			BNR3-400
2275281296	Amazona oratrix	16.412225	-88.806808			Toledo			CRFR3-1000
2275281241	Amazona oratrix	16.410995	-88.798502			Toledo			CRFR3-000
2275281146	Amazona oratrix	16.537595	-88.715638			Toledo			BNR3-000
2275281001	Amazona oratrix	16.331778	-88.810578			Toledo			IV1-800
2275280992	Amazona oratrix	16.344331	-88.787175			Toledo			GSCP2-1000
2275280978	Amazona oratrix	16.537595	-88.715638			Toledo			BNR3-000
2275280969	Amazona oratrix	16.535275	-88.71854			Toledo			BNR3-400
2275280782	Amazona oratrix	16.537595	-88.715638			Toledo			BNR3-000
2275280643	Amazona oratrix	16.344049	-88.785226			Toledo			GSCP2-200
2275280633	Amazona oratrix	16.419999	-88.782116			Toledo			CRFR4-600
2275280476	Amazona oratrix	16.387163	-88.835474			Toledo			CRFR1-000
2275280475	Amazona oratrix	16.535275	-88.71854			Toledo			BNR3-400
2275280031	Amazona oratrix	16.410351	-88.846607			Toledo			CRFR2-000
2275278869	Amazona oratrix	16.2262	-88.841003			Toledo			Kern's PC 6
2243701722	Amazona oratrix oratrix	18.0024	-94.5653						"Minatitlan, refineria de SAnta Alejandrina, Veracruz"
2243700409	Amazona oratrix oratrix	18.0024	-94.5653						"Minatitlan, refineria de SAnta Alejandrina, Veracruz"
2243688304	Amazona oratrix	18.0024	-94.5653						"Minatitlan, refineria de SAnta Alejandrina, Veracruz"
2243672394	Amazona oratrix oratrix	18.0024	-94.5653						"Minatitlan, refineria de SAnta Alejandrina, Veracruz"
2243635321	Amazona oratrix	23.666667	-97.7						"La Pesca area, Tamaulipas"
2243634492	Amazona oratrix	23.666667	-97.7						"La Pesca area, Tamaulipas"
2243634287	Amazona oratrix	23.666667	-97.7						"La Pesca area, Tamaulipas"
2243633819	Amazona oratrix	23.666667	-97.7						"La Pesca area, Tamaulipas"
2243569358	Amazona oratrix	18.0024	-94.5653						"Minatitlan, refineria de SAnta Alejandrina, Veracruz"
2006057352	Amazona oratrix tresmariae	21.497803	-106.404582			Nayarit			
1897579147	Amazona oratrix	18.035999	-102.060997			Guerrero	LA UNION DE ISIDORO MONTES DE OCA		"6 Km N, 4.7 Km E Petacalco"
1897579125	Amazona oratrix	18.035999	-102.060997			Guerrero	LA UNION DE ISIDORO MONTES DE OCA		"6 Km N, 4.7 Km E Petacalco"
1897564389	Amazona oratrix	18.623195	-92.507515			Tabasco	CENTLA		Ejido Nuevo Centla
1897564388	Amazona oratrix	18.01104	-93.013084			Tabasco	CENTRO		Lázaro Cárdenas
1897564386	Amazona oratrix	15.846944	-96.870556			Oaxaca	SANTA MARIA COLOTEPEC		Este de Agua Fría
1897564370	Amazona oratrix	16.315278	-97.605278			Oaxaca	SANTIAGO TETEPEC		Parte alta Río Verde Tututepec
1897564369	Amazona oratrix	23.013889	-97.905556			Tamaulipas	ALDAMA		Brecha de Pemex entre Aldama y Barra del Tordo
1897564367	Amazona oratrix	18.249306	-102.149			Michoacan de ocampo	ARTEAGA		El Cofre
1897564360	Amazona oratrix	15.883889	-96.972222			Oaxaca	SANTA MARIA COLOTEPEC		Santa María Colotepec
1897564353	Amazona oratrix	18.155194	-102.310333			Michoacan de ocampo	LAZARO CARDENAS		Rancho El Habillo
1897564352	Amazona oratrix	18.458794	-92.214381			Campeche	CARMEN		Atasta
1897564348	Amazona oratrix	18.302222	-102.493056			Michoacan de ocampo	ARTEAGA		barranca blanca
1897564346	Amazona oratrix	21.886889	-98.138889			Veracruz de ignacio de la llave	PANUCO		El Higueron
1897564345	Amazona oratrix	18.260639	-102.138528			Michoacan de ocampo	ARTEAGA		El Cofre
1897564341	Amazona oratrix	18.098611	-101.708333			Guerrero	COAHUAYUTLA DE JOSE MARIA IZAZAGA		Colmeneros
